"Filename","Frame","Time (HMS)","Period","Period time (HMS)","Length (mm)","Precision (mm)","RMS 1 (mm)","RMS 2 (mm)","Range (mm)","Direction (deg)","Horz. Dir. (deg)","Vert. Dir. (deg)","Mid X (mm)","Mid Y (mm)","Mid Z (mm)","OpCode","Tape Reader","Depth","Comment...20","Year","Dive No","Transect No","User Def. 4","User Def. 5","User Def. 6","User Def. 7","User Def. 8","Family","Genus","Species","Code","Number","Stage","Activity","Check ID","Comment...37","Event Time","Time (mins)","Period time (mins)"
"2013_14_1_SL.avi","39577","01:45.6","","","","5.646","1.224","","1681.447","15.851","","","224.101","-418.897","-1612.938","1","Kristen Green","0","old cameras","2013","14","1","","","","","","ratfish","ratfish","714","714","9","","","","","",NA,NA
"2013_14_1_SL.avi","48769","06:52.3","","","","74.763","6.662","","6181.624","19.891","","","1991.247","612.155","-5820.024","1","Kristen Green","0","old cameras","2013","14","1","","","","","","rockfish","yelloweye","145","145","10","AD","resting on bottom","","","",NA,NA
"2013_14_1_SL.avi","48845","06:54.8","","","462.435","59.886","7.232","3.745","4754.549","22.934","12.188","16.485","1851.732","11.672","-4379.12","1","Kristen Green","0","old cameras","2013","14","1","","","","","","rockfish","yelloweye","145","145","10","AD","","","","",NA,NA
"2013_14_1_SL.avi","49136","07:04.5","","","","10.758","1.626","","2346.421","15.682","","","534.108","-367.191","-2255.126","1","Kristen Green","0","old cameras","2013","14","1","","","","","","rockfish","greenstripe","135","135","11","","","","","",NA,NA
"2013_49_1_SL.avi","11422",NA,"",NA,"","33.213","6.853","","4197.441","18.064","","","-1278.86","197.471","-3992.998","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","yelloweye","145","145","2","AD","actively swimming within frame","","bad angle; no length","3:09:23","6.3519",""
"2013_49_1_SL.avi","17785",NA,"",NA,"","38.647","1.445","","4498.474","16.65","","","-1131.089","-665.957","-4302.721","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","yelloweye","145","145","3","SU","resting on bottom","","","3:12:55","9.8904",""
"2013_49_1_SL.avi","17851",NA,"",NA,"428.016","55.697","6.054","4.684","3722.005","19.163","50.053","24.55","-911.786","-852.36","-3506.487","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","yelloweye","145","145","3","SU","","","","3:12:58","9.9271",""
"2013_49_1_SL.avi","43327",NA,"",NA,"","27.221","6.528","","3908.379","12.496","","","514.213","-713.857","-3808.073","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","tiger","148","148","4","","","","","3:27:08","24.0946",""
"2013_49_1_SL.avi","63873",NA,"",NA,"","8.397","0.895","","2219.079","4.569","","","175.183","-48.16","-2211.629","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","halibut","halibut","200","200","6","","","","","3:38:33","35.5204",""
"2013_49_1_SL.avi","63911",NA,"",NA,"519.913","14.13","7.509","0.68","1575.371","8.64","77.734","18.362","148.837","-201.367","-1555.344","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","halibut","halibut","200","200","6","","","","","3:38:35","35.5415",""
"2013_49_1_SL.avi","74113",NA,"",NA,"","15.597","5.266","","2664.604","24.957","","","-940.367","-643.099","-2408.786","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","canary","146","146","7","","","","","3:44:15","41.215",""
"2013_49_1_SL.avi","78818",NA,"",NA,"","19.273","2.885","","3286.021","13.331","","","-579.952","451.884","-3202.716","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","yellowtail","155","155","8","","","","","3:46:52","43.8315",""
"2013_49_1_SL.avi","79920",NA,"",NA,"","10.002","5.408","","2381.998","9.393","","","-138.726","-389.343","-2345.865","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","rosethorn","150","150","9","","","","","3:47:29","44.4443",""
"2013_49_1_SL.avi","82490",NA,"",NA,"","70.753","9.276","","6585.566","9.784","","","719.507","784.827","-6498.926","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","yelloweye","145","145","10","AD","milling/hovering","","","3:48:55","45.8735",""
"2013_49_1_SL.avi","82752",NA,"",NA,"663.455","29.117","6.675","2.752","3995.554","14.281","8.239","1.945","985.345","-67.544","-3871.562","1","Kristen Green","0","old cameras, pause and restart,  enter Horita time","2013","49","1","","","","","","rockfish","yelloweye","145","145","10","AD","","","","3:49:03","46.0192",""
"2013_9_1_SL.avi","14857","32:18.8","","","","11.964","6.106","","2481.446","17.262","","","-678.372","259.918","-2372.725","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","silvergray","157","157","2","","","","","",NA,NA
"2013_9_1_SL.avi","15043","32:25.0","","","","9.939","1.169","","2289.467","13.514","","","415.247","-362.126","-2222.182","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","3","","","","","",NA,NA
"2013_9_1_SL.avi","16423","33:11.1","","","","11.76","0.334","","2572.056","10.262","","","-285.106","-386.906","-2526.755","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","rosethorn","150","150","4","","","","","",NA,NA
"2013_9_1_SL.avi","17956","34:02.2","","","","14.724","2.352","","2775.701","15.386","","","-593.017","-466.478","-2671.188","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","rosethorn","150","150","5","","","","","",NA,NA
"2013_9_1_SL.avi","20427","35:24.7","","","515.897","12.697","7.4","4.418","2537.287","17.893","3.474","12.267","728.394","-304.637","-2411.32","1","Kristen Green","0","old cameras","2013","9","1","","","","","","halibut","halibut","200","200","6","","","","","",NA,NA
"2013_9_1_SL.avi","20427","35:24.7","","","","14.489","0.593","","2596.795","22.633","","","950.772","-334.383","-2393.233","1","Kristen Green","0","old cameras","2013","9","1","","","","","","halibut","halibut","200","200","6","","","","","",NA,NA
"2013_9_1_SL.avi","20896","35:40.3","","","","31.611","3.053","","4244.558","19.558","","","98.033","1372.884","-4015.202","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","","10024","10024","7","","","","","",NA,NA
"2013_9_1_SL.avi","30841","41:12.2","","","","21.4","1.76","","3087.657","27.61","","","-1164.8","-861.687","-2726.602","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","yelloweye","145","145","30","AD","","","no length; not all body visible","",NA,NA
"2013_9_1_SL.avi","35627","43:51.9","","","","14.661","2.081","","2687.05","21.128","","","-959.386","105.062","-2507.744","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","silvergray","157","157","8","","","","","",NA,NA
"2013_9_1_SL.avi","44119","48:35.2","","","","6.664","2.62","","1881.559","11.104","","","230.499","-300.161","-1843.106","1","Kristen Green","0","old cameras","2013","9","1","","","","","","cod","Pacific cod","110","110","9","","","","","",NA,NA
"2013_9_1_SL.avi","48864","51:13.5","","","","7.082","9.968","","1810.019","22.821","","","477.185","-533.471","-1662.49","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","10","","","","","",NA,NA
"2013_9_1_SL.avi","48864","51:13.5","","","","29.299","3.203","","4105.83","12.737","","","-876.835","180.217","-4007.059","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","11","","","","","",NA,NA
"2013_9_1_SL.avi","50048","51:53.0","","","","7.366","6.362","","1856.166","22.943","","","447.139","-587.869","-1702.888","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","12","","","","","",NA,NA
"2013_9_1_SL.avi","50667","52:13.7","","","","15.625","2.745","","3123.482","5.668","","","-150.785","234.451","-3111.018","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","13","","","","","",NA,NA
"2013_9_1_SL.avi","51389","52:37.8","","","","9.755","2.475","","2364.157","8.505","","","346.387","21.534","-2338.545","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","14","","","","","",NA,NA
"2013_9_1_SL.avi","51764","52:50.3","","","","27.208","3.264","","3758.296","18.362","","","1135.794","294.436","-3570.444","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","15","","","","","",NA,NA
"2013_9_1_SL.avi","62749","58:56.8","","","","17.247","0.819","","2959.08","19.009","","","963.791","-40.039","-2797.438","1","Kristen Green","0","old cameras","2013","9","1","","","","","","ratfish","ratfish","714","714","16","","","","","",NA,NA
"2013_9_1_SL.avi","66902","01:15.4","","","","10.89","7.043","","2387.093","19.391","","","185.078","-795.7","-2242.949","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","rosethorn","150","150","17","","","","","",NA,NA
"2013_9_1_SL.avi","67923","01:49.5","","","","6.231","46.379","","1869.787","6.244","","","-200.615","12.645","-1858.95","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","18","","","","","",NA,NA
"2013_9_1_SL.avi","67972","01:51.1","","","","78.996","1.665","","6429.851","18.571","","","-1718.891","1044.973","-6107.08","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","19","","","","","",NA,NA
"2013_9_1_SL.avi","67972","01:51.1","","","","91.645","29.413","","7304.046","13.307","","","-1012.7","1262.598","-7122.456","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","20","","","","","",NA,NA
"2013_9_1_SL.avi","67972","01:51.1","","","","79.567","24.24","","7082.05","9.592","","","381.478","1038.783","-6995.058","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","21","","","","","",NA,NA
"2013_9_1_SL.avi","67972","01:51.1","","","","107.362","12.497","","8260.748","11.032","","","75.383","1488.498","-8125.186","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","22","","","","","",NA,NA
"2013_9_1_SL.avi","68126","01:56.2","","","","50.478","4.057","","4937.889","24.271","","","2023.809","104.481","-4502.891","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","23","","","","","",NA,NA
"2013_9_1_SL.avi","68126","01:56.2","","","","69.153","1.096","","5894.642","20.709","","","1645.269","1218.361","-5527.702","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","24","","","","","",NA,NA
"2013_9_1_SL.avi","68126","01:56.2","","","","49.881","3.713","","5199.325","20.471","","","658.892","1640.365","-4889.585","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","25","","","","","",NA,NA
"2013_9_1_SL.avi","68296","02:01.9","","","","30.823","1.551","","4329.858","7.521","","","503.778","-307.361","-4289.453","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","yellowtail","155","155","26","","","","","",NA,NA
"2013_9_1_SL.avi","68296","02:01.9","","","","43.223","15.682","","4590.965","21.963","","","1505.925","777.395","-4266.71","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","yellowtail","155","155","27","","","","","",NA,NA
"2013_9_1_SL.avi","68903","02:22.2","","","","6.991","2.418","","1992.959","6.344","","","-219.263","-1.605","-1980.86","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","28","","","","large school of canaries","",NA,NA
"2013_9_1_SL.avi","68903","02:22.2","","","","63.747","2.576","","6176.935","11.553","","","653.846","982.608","-6063.126","1","Kristen Green","0","old cameras","2013","9","1","","","","","","rockfish","canary","146","146","29","","","","","",NA,NA
